0.2000 0.2733 0.0733 1
0.2067 0.2867 0.08 2
0.2133 0.2947 0.0814 3
0.2200 0.3080 0.088 4
0.2333 0.3213 0.088 6
0.2400 0.3293 0.0893 7
0.2533 0.3427 0.0894 9
0.2733 0.3613 0.088 12
0.2800 0.3693 0.0893 13
0.2933 0.3827 0.0894 15
0.3200 0.4120 0.092 19
0.3600 0.4520 0.092 25
0.3800 0.4707 0.0907 28
0.4000 0.4893 0.0893 31
0.4133 0.5027 0.0894 33
0.4200 0.5107 0.0907 34
0.4400 0.5293 0.0893 37
0.4533 0.5427 0.0894 39
0.4667 0.5560 0.0893 41
0.4800 0.5693 0.0893 43
0.4933 0.5827 0.0894 45
0.5067 0.5960 0.0893 47
0.5200 0.6093 0.0893 49
0.5333 0.6227 0.0894 51
0.5467 0.6360 0.0893 53
0.5600 0.6493 0.0893 55
0.5733 0.6627 0.0894 57
0.5867 0.6760 0.0893 59
0.6000 0.6893 0.0893 61
0.6133 0.7027 0.0894 63
0.6533 0.7427 0.0894 69
0.6800 0.7720 0.092 73
0.7200 0.8120 0.092 79
0.7400 0.8307 0.0907 82
0.7600 0.8493 0.0893 85
0.8333 0.9213 0.088 96
0.8533 0.9453 0.092 99
0.8800 0.9693 0.0893 103
0.8933 0.9827 0.0894 105
0.9133 1.0013 0.088 108
0.9600 1.0520 0.092 115
0.9733 1.0653 0.092 117
1.0000 1.0893 0.0893 121
1.0333 1.1240 0.0907 126
1.0533 1.1427 0.0894 129
1.0733 1.1613 0.088 132
1.1200 1.2120 0.092 139
1.1333 1.2253 0.092 141
1.1600 1.2493 0.0893 145
1.1733 1.2627 0.0894 147
1.1800 1.2707 0.0907 148
1.1933 1.2840 0.0907 150
1.2133 1.3027 0.0894 153
1.2267 1.3160 0.0893 155
1.2400 1.3293 0.0893 157
1.2533 1.3427 0.0894 159
1.2667 1.3560 0.0893 161
1.2800 1.3693 0.0893 163
1.2933 1.3827 0.0894 165
1.3067 1.3960 0.0893 167
1.3200 1.4093 0.0893 169
1.3333 1.4227 0.0894 171
1.3467 1.4360 0.0893 173
1.3600 1.4493 0.0893 175
1.3733 1.4627 0.0894 177
1.3867 1.4760 0.0893 179
1.4000 1.4893 0.0893 181
1.4133 1.5027 0.0894 183
1.4267 1.5160 0.0893 185
1.4400 1.5293 0.0893 187
1.4533 1.5427 0.0894 189
1.4667 1.5560 0.0893 191
1.4800 1.5693 0.0893 193
1.4933 1.5827 0.0894 195
1.5067 1.5960 0.0893 197
1.5200 1.6093 0.0893 199
1.5333 1.6227 0.0894 1
1.5467 1.6360 0.0893 3
1.5600 1.6493 0.0893 5
1.5733 1.6627 0.0894 7
1.5867 1.6760 0.0893 9
1.6000 1.6893 0.0893 11
1.6133 1.7027 0.0894 13
1.6267 1.7160 0.0893 15
1.6400 1.7293 0.0893 17
1.6533 1.7427 0.0894 19
1.6667 1.7560 0.0893 21
1.6800 1.7693 0.0893 23
1.6933 1.7827 0.0894 25
1.7067 1.7960 0.0893 27
1.7200 1.8093 0.0893 29
1.7333 1.8227 0.0894 31
1.7467 1.8360 0.0893 33
1.7600 1.8493 0.0893 35
1.7733 1.8627 0.0894 37
1.7867 1.8760 0.0893 39
1.8000 1.8893 0.0893 41
1.8133 1.9027 0.0894 43
1.8267 1.9160 0.0893 45
1.8400 1.9293 0.0893 47
1.8533 1.9427 0.0894 49
1.8667 1.9560 0.0893 51
1.8800 1.9693 0.0893 53
1.8933 1.9827 0.0894 55
1.9067 1.9960 0.0893 57
1.9200 2.0093 0.0893 59
1.9333 2.0227 0.0894 61
1.9467 2.0360 0.0893 63
1.9600 2.0493 0.0893 65
1.9733 2.0627 0.0894 67
1.9867 2.0760 0.0893 69
2.0000 2.0893 0.0893 71
2.0133 2.1027 0.0894 73
2.0267 2.1160 0.0893 75
2.0400 2.1293 0.0893 77
2.0533 2.1427 0.0894 79
2.0667 2.1560 0.0893 81
2.0800 2.1693 0.0893 83
2.0933 2.1827 0.0894 85
2.1067 2.1960 0.0893 87
2.1200 2.2093 0.0893 89
2.1333 2.2227 0.0894 91
2.1467 2.2360 0.0893 93
2.1600 2.2493 0.0893 95
2.1733 2.2627 0.0894 97
2.1867 2.2760 0.0893 99
2.2000 2.2893 0.0893 101
2.2133 2.3027 0.0894 103
2.2267 2.3160 0.0893 105
2.2400 2.3293 0.0893 107
2.2533 2.3427 0.0894 109
2.2667 2.3560 0.0893 111
2.2800 2.3693 0.0893 113
2.2933 2.3827 0.0894 115
2.3067 2.3960 0.0893 117
2.3200 2.4093 0.0893 119
2.3333 2.4227 0.0894 121
2.3467 2.4360 0.0893 123
2.3600 2.4493 0.0893 125
2.3733 2.4627 0.0894 127
2.3867 2.4760 0.0893 129
2.4000 2.4893 0.0893 131
2.4133 2.5027 0.0894 133
2.4267 2.5160 0.0893 135
2.4400 2.5293 0.0893 137
2.4533 2.5427 0.0894 139
2.4667 2.5560 0.0893 141
2.4800 2.5693 0.0893 143
2.4933 2.5827 0.0894 145
2.5333 2.6227 0.0894 151
2.5600 2.6520 0.092 155
2.5867 2.6760 0.0893 159
2.6000 2.6893 0.0893 161
2.6067 2.6973 0.0906 162
2.6200 2.7107 0.0907 164
2.6400 2.7293 0.0893 167
2.6533 2.7427 0.0894 169
2.6667 2.7560 0.0893 171
2.6800 2.7693 0.0893 173
2.6933 2.7827 0.0894 175
2.7067 2.7960 0.0893 177
2.7200 2.8093 0.0893 179
2.7333 2.8227 0.0894 181
2.7467 2.8360 0.0893 183
2.7600 2.8493 0.0893 185
2.7733 2.8627 0.0894 187
2.8133 2.9027 0.0894 193
2.8267 2.9160 0.0893 195
2.8400 2.9293 0.0893 197
2.8467 2.9373 0.0906 198
2.8933 2.9827 0.0894 5
2.9067 2.9960 0.0893 7
2.9200 3.0093 0.0893 9
2.9267 3.0173 0.0906 10
2.9733 3.0627 0.0894 17
2.9867 3.0760 0.0893 19
3.0000 3.0893 0.0893 21
3.0067 3.0973 0.0906 22
3.0267 3.1160 0.0893 25
3.0400 3.1293 0.0893 27
3.0533 3.1427 0.0894 29
3.0933 3.1827 0.0894 35
3.1067 3.1960 0.0893 37
3.1200 3.2093 0.0893 39
3.1267 3.2173 0.0906 40
3.1467 3.2360 0.0893 43
3.1600 3.2493 0.0893 45
3.1733 3.2627 0.0894 47
3.1867 3.2760 0.0893 49
3.2000 3.2893 0.0893 51
3.2133 3.3027 0.0894 53
3.2267 3.3160 0.0893 55
3.2400 3.3293 0.0893 57
3.2533 3.3427 0.0894 59
3.2667 3.3560 0.0893 61
3.2800 3.3693 0.0893 63
3.2933 3.3827 0.0894 65
3.3067 3.3960 0.0893 67
3.3200 3.4093 0.0893 69
3.3333 3.4227 0.0894 71
3.3733 3.4627 0.0894 77
3.3867 3.4760 0.0893 79
3.4000 3.4893 0.0893 81
3.4067 3.4973 0.0906 82
3.4267 3.5160 0.0893 85
3.4400 3.5293 0.0893 87
3.4533 3.5427 0.0894 89
3.4667 3.5560 0.0893 91
3.4800 3.5693 0.0893 93
3.4933 3.5827 0.0894 95
3.5333 3.6227 0.0894 101
3.5467 3.6360 0.0893 103
3.5600 3.6493 0.0893 105
3.5667 3.6573 0.0906 106
3.5867 3.6760 0.0893 109
3.6000 3.6893 0.0893 111
3.6133 3.7027 0.0894 113
3.6267 3.7160 0.0893 115
3.6400 3.7293 0.0893 117
3.6533 3.7427 0.0894 119
3.6667 3.7560 0.0893 121
3.6800 3.7693 0.0893 123
3.6933 3.7827 0.0894 125
3.7067 3.7960 0.0893 127
3.7200 3.8093 0.0893 129
3.7333 3.8227 0.0894 131
3.7467 3.8360 0.0893 133
3.7600 3.8493 0.0893 135
3.7733 3.8627 0.0894 137
3.7867 3.8760 0.0893 139
3.8000 3.8893 0.0893 141
3.8133 3.9027 0.0894 143
3.8267 3.9160 0.0893 145
3.8400 3.9293 0.0893 147
3.8533 3.9427 0.0894 149
3.8667 3.9560 0.0893 151
3.8800 3.9693 0.0893 153
3.8933 3.9827 0.0894 155
3.9067 3.9960 0.0893 157
3.9200 4.0093 0.0893 159
3.9333 4.0227 0.0894 161
3.9467 4.0360 0.0893 163
3.9600 4.0493 0.0893 165
3.9733 4.0627 0.0894 167
3.9867 4.0760 0.0893 169
4.0000 4.0893 0.0893 171
4.0133 4.1027 0.0894 173
4.0267 4.1160 0.0893 175
4.0400 4.1293 0.0893 177
4.0533 4.1427 0.0894 179
4.0667 4.1560 0.0893 181
4.0800 4.1693 0.0893 183
4.0933 4.1827 0.0894 185
4.1067 4.1960 0.0893 187
4.1200 4.2093 0.0893 189
4.1333 4.2227 0.0894 191
4.1467 4.2360 0.0893 193
4.1600 4.2493 0.0893 195
4.1733 4.2627 0.0894 197
4.1867 4.2760 0.0893 199
4.2000 4.2893 0.0893 1
4.2133 4.3027 0.0894 3
4.2267 4.3160 0.0893 5
4.2400 4.3293 0.0893 7
4.2533 4.3427 0.0894 9
4.2667 4.3560 0.0893 11
4.2800 4.3693 0.0893 13
4.2933 4.3827 0.0894 15
