0 	 0.1611 	 40 	 1
0 	 0.2355 	 40 	 4
0 	 0.2410 	 40 	 5
0 	 0.3099 	 40 	 10
0 	 0.3154 	 40 	 11
0 	 0.3210 	 40 	 12
0 	 0.3265 	 40 	 13
0 	 0.3869 	 40 	 37
0 	 0.3951 	 40 	 40
0 	 0.4033 	 40 	 43
0 	 0.4115 	 40 	 46
0 	 0.4198 	 40 	 51
0 	 0.4280 	 40 	 56
0 	 0.4362 	 40 	 61
0 	 0.4444 	 40 	 66
0 	 0.4819 	 40 	 84
0 	 0.4902 	 40 	 87
0 	 0.4984 	 40 	 90
0 	 0.5066 	 40 	 94
0 	 0.5148 	 40 	 99
0 	 0.5230 	 40 	 104
0 	 0.5312 	 40 	 109
0 	 0.5394 	 40 	 114
0 	 0.5477 	 40 	 118
0 	 0.5532 	 40 	 120
0 	 0.5614 	 40 	 124
0 	 0.5696 	 40 	 128
0 	 0.5752 	 40 	 132
0 	 0.6021 	 40 	 141
0 	 0.6103 	 40 	 145
0 	 0.6185 	 40 	 148
0 	 0.6267 	 40 	 152
0 	 0.6349 	 40 	 155
0 	 0.6431 	 40 	 158
0 	 0.6513 	 40 	 161
0 	 0.6595 	 40 	 164
0 	 0.6678 	 40 	 167
0 	 0.6760 	 40 	 170
0 	 0.6815 	 40 	 172
0 	 0.7004 	 40 	 178
0 	 0.9749 	 40 	 249
0 	 1.0509 	 40 	 271
0 	 1.0591 	 40 	 274
0 	 1.1269 	 40 	 296
0 	 1.1351 	 40 	 299
0 	 1.1433 	 40 	 302
0 	 1.1515 	 40 	 305
0 	 1.2029 	 40 	 325
0 	 1.2111 	 40 	 328
0 	 1.2193 	 40 	 331
0 	 1.2302 	 40 	 334
0 	 1.2384 	 40 	 342
0 	 1.2466 	 40 	 347
0 	 1.2869 	 40 	 359
0 	 1.2951 	 40 	 362
0 	 1.3033 	 40 	 365
0 	 1.3115 	 40 	 368
0 	 1.3197 	 40 	 371
0 	 1.3279 	 40 	 374
0 	 1.3361 	 40 	 378
0 	 1.3923 	 40 	 398
0 	 1.4032 	 40 	 402
0 	 1.4141 	 40 	 405
0 	 1.4223 	 40 	 408
0 	 1.4305 	 40 	 412
0 	 1.4414 	 40 	 417
0 	 1.4843 	 40 	 434
0 	 1.4978 	 40 	 438
0 	 1.5114 	 40 	 443
0 	 1.5223 	 40 	 447
0 	 1.5305 	 40 	 451
0 	 1.5387 	 40 	 455
0 	 1.5496 	 40 	 459
0 	 1.5845 	 40 	 474
0 	 1.5980 	 40 	 478
0 	 1.6142 	 40 	 483
0 	 1.6278 	 40 	 489
0 	 1.6386 	 40 	 494
0 	 1.6495 	 40 	 498
0 	 1.6577 	 40 	 501
0 	 1.6659 	 40 	 505
0 	 1.6955 	 40 	 518
0 	 1.7117 	 40 	 524
0 	 1.7279 	 40 	 530
0 	 1.7415 	 40 	 534
0 	 1.7550 	 40 	 540
0 	 1.7659 	 40 	 544
0 	 1.7768 	 40 	 549
0 	 1.7877 	 40 	 554
0 	 1.8145 	 40 	 563
0 	 1.8307 	 40 	 570
0 	 1.8470 	 40 	 576
0 	 1.8605 	 40 	 580
0 	 1.8767 	 40 	 586
0 	 1.8903 	 40 	 591
0 	 1.9011 	 40 	 595
0 	 1.9120 	 40 	 599
0 	 1.9362 	 40 	 606
0 	 1.9525 	 40 	 612
0 	 1.9687 	 40 	 618
0 	 2.0142 	 40 	 633
0 	 2.0358 	 40 	 640
0 	 2.0520 	 40 	 646
0 	 2.0682 	 40 	 652
0 	 2.0764 	 40 	 655
0 	 2.1113 	 40 	 669
0 	 2.1302 	 40 	 674
0 	 2.1464 	 40 	 680
0 	 2.1679 	 40 	 688
0 	 2.1761 	 40 	 691
0 	 2.2030 	 40 	 701
0 	 2.2219 	 40 	 707
0 	 2.2381 	 40 	 713
0 	 2.2570 	 40 	 719
0 	 2.2679 	 40 	 723
0 	 2.2894 	 40 	 730
0 	 2.3314 	 40 	 744
0 	 2.3449 	 40 	 748
0 	 2.3638 	 40 	 755
0 	 2.4069 	 40 	 770
0 	 2.4205 	 40 	 774
0 	 2.4287 	 40 	 777
0 	 2.4449 	 40 	 783
0 	 2.4829 	 40 	 798
0 	 2.4965 	 40 	 802
0 	 2.5073 	 40 	 806
0 	 2.5155 	 40 	 810
0 	 2.5291 	 40 	 815
0 	 2.5613 	 40 	 828
0 	 2.5749 	 40 	 833
0 	 2.5884 	 40 	 837
0 	 2.5993 	 40 	 842
0 	 2.6128 	 40 	 847
0 	 2.6210 	 40 	 851
0 	 2.6453 	 40 	 860
0 	 2.6615 	 40 	 867
0 	 2.6750 	 40 	 872
0 	 2.6886 	 40 	 877
0 	 2.7021 	 40 	 882
0 	 2.7130 	 40 	 887
0 	 2.7212 	 40 	 891
0 	 2.7401 	 40 	 898
0 	 2.7563 	 40 	 905
0 	 2.7725 	 40 	 912
0 	 2.7861 	 40 	 916
0 	 2.8023 	 40 	 922
0 	 2.8131 	 40 	 927
0 	 2.8240 	 40 	 932
0 	 2.8429 	 40 	 939
0 	 2.8511 	 40 	 943
0 	 2.8647 	 40 	 948
0 	 2.8782 	 40 	 953
0 	 2.8944 	 40 	 960
0 	 2.9106 	 40 	 968
0 	 2.9215 	 40 	 971
0 	 2.9351 	 40 	 977
0 	 2.9539 	 40 	 984
0 	 2.9648 	 40 	 988
0 	 2.9730 	 40 	 992
0 	 2.9839 	 40 	 996
0 	 3.0001 	 40 	 1003
0 	 3.0163 	 40 	 1011
0 	 3.0326 	 40 	 1017
0 	 3.0434 	 40 	 1021
0 	 3.0570 	 40 	 1026
0 	 3.0759 	 40 	 1034
0 	 3.0867 	 40 	 1038
0 	 3.0976 	 40 	 1042
0 	 3.1085 	 40 	 1047
0 	 3.1247 	 40 	 1053
0 	 3.1409 	 40 	 1060
0 	 3.1545 	 40 	 1064
0 	 3.1680 	 40 	 1070
0 	 3.1816 	 40 	 1075
0 	 3.1978 	 40 	 1081
0 	 3.2113 	 40 	 1086
0 	 3.2222 	 40 	 1089
0 	 3.2331 	 40 	 1093
0 	 3.2493 	 40 	 1098
0 	 3.2655 	 40 	 1105
0 	 3.2791 	 40 	 1110
0 	 3.3299 	 40 	 1126
0 	 3.3408 	 40 	 1130
0 	 3.3544 	 40 	 1134
0 	 3.3706 	 40 	 1141
0 	 3.3868 	 40 	 1149
0 	 3.4243 	 40 	 1161
0 	 3.4352 	 40 	 1165
0 	 3.4434 	 40 	 1168
0 	 3.4570 	 40 	 1173
0 	 3.4732 	 40 	 1179
0 	 3.4867 	 40 	 1185
0 	 3.5163 	 40 	 1196
0 	 3.5298 	 40 	 1201
0 	 3.5407 	 40 	 1205
0 	 3.5543 	 40 	 1210
0 	 3.5625 	 40 	 1214
0 	 3.5734 	 40 	 1219
0 	 3.5896 	 40 	 1225
0 	 3.6138 	 40 	 1235
0 	 3.6353 	 40 	 1243
0 	 3.6515 	 40 	 1249
0 	 3.6624 	 40 	 1252
0 	 3.6706 	 40 	 1257
0 	 3.6789 	 40 	 1260
0 	 3.6924 	 40 	 1265
0 	 3.7139 	 40 	 1272
0 	 3.7355 	 40 	 1279
0 	 3.7517 	 40 	 1285
0 	 3.7653 	 40 	 1289
0 	 3.8028 	 40 	 1303
0 	 3.8217 	 40 	 1308
0 	 3.8379 	 40 	 1314
0 	 3.8514 	 40 	 1319
0 	 3.8810 	 40 	 1330
0 	 3.8972 	 40 	 1336
0 	 3.9161 	 40 	 1343
0 	 3.9243 	 40 	 1346
0 	 3.9352 	 40 	 1351
0 	 3.9594 	 40 	 1360
0 	 3.9756 	 40 	 1367
0 	 3.9945 	 40 	 1373
0 	 4.0054 	 40 	 1377
0 	 4.0189 	 40 	 1383
0 	 4.0405 	 40 	 1391
0 	 4.0567 	 40 	 1397
0 	 4.0755 	 40 	 1404
0 	 4.0864 	 40 	 1407
0 	 4.1026 	 40 	 1414
0 	 4.1215 	 40 	 1420
0 	 4.1511 	 40 	 1429
0 	 4.1959 	 40 	 1443
0 	 4.2269 	 40 	 1453
0 	 4.2709 	 40 	 1466
0 	 4.3029 	 40 	 1475
0 	 4.4255 	 40 	 1484
0 	 4.4999 	 40 	 1487
0 	 4.5054 	 40 	 1488
